id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
33,9128ed57c28965de489da12e0587dd07,2022-11-09T00:00:00,2,Ярославль,613,Александра,Егорова,8,Лампочка LED,2,600
34,2b343f08e3a3340d819200426675091a,2022-11-09T00:00:00,2,Ярославль,6500,Алексей,Попов,3,Устройство для нагревания табака Трубка Мира,1,500
35,4af9e1c5c5f0f2d8f296398454ab4be3,2022-11-09T00:00:00,0,Москва,8207,Геннадий,Сидоров,10,Томаты,3,150
36,63e6ecd3a17a8b3176c93fcef20e4a98,2022-11-09T00:00:00,0,Москва,2901,Петр,Новиков,4,Сахар песок,3,150
37,1d068ad7e914ea7807dbecbd7d29d32e,2022-11-09T00:00:00,1,Ростов,6914,Елизавета,Орлова,4,Сахар песок,2,100
38,575f00f4aae5b387f99b4ae06f638ef5,2022-11-09T00:00:00,2,Ярославль,4319,Екатерина,Волкова,3,Устройство для нагревания табака Трубка Мира,5,2500
39,51f5ca8b76160e18c8393f6e17e8cec1,2022-11-09T00:00:00,0,Москва,5518,Оксана,Лебедева,10,Томаты,4,200
40,e1d362c4bd165242289647768d6c9e29,2022-11-09T00:00:00,2,Ярославль,7417,Анна,Алексеева,2,Молоко 5%,1,150
41,9066598a1b8c4661761f67b7036e9af2,2022-11-09T00:00:00,0,Москва,4014,Екатерина,Великая,3,Устройство для нагревания табака Трубка Мира,5,2500
42,039df218b31e280ae50c67132b7f9372,2022-11-09T00:00:00,1,Ростов,1112,Евгения,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500
43,a4e61ae0d93dc13e30d89282e5e926b9,2022-11-09T00:00:00,0,Москва,3415,Светлана,Алексеева,2,Молоко 5%,1,150
44,e25867b4e5d6c831fa253f3291a1d564,2022-11-09T00:00:00,1,Ростов,201,Иван,Сидоров,11,Хлеб ржаной,2,40
45,923711ee35d90b4e81012acfed50e3f4,2022-11-09T00:00:00,2,Ярославль,502,Иван,Попов,4,Сахар песок,1,50
46,c4da32933ef210f08684aab49ba0fd4e,2022-11-09T00:00:00,1,Ростов,7108,Константин,Петров,2,Молоко 5%,4,600
47,f9268a70503d5ce6fbdfc809a20d2e4b,2022-11-09T00:00:00,2,Ярославль,5001,Александр,Иванов,0,Молоко 1%,4,400
48,ac2b56a4c21478430a66f531d504e9cc,2022-11-09T00:00:00,1,Ростов,6508,Алексей,Попов,3,Устройство для нагревания табака Трубка Мира,2,1000
49,897091688c340c87c97630a44f910669,2022-11-09T00:00:00,1,Ростов,3200,Олег,Сидоров,7,Средство для мытья посуды,5,1000
50,fa7e2047ddb193e27506e35c7b8511b8,2022-11-09T00:00:00,1,Ростов,18,Александра,Великая,6,Яблоко,4,560
51,66576836f6fc5c0ed44ec84bf2237379,2022-11-09T00:00:00,1,Ростов,7918,Анна,Орлова,1,Молоко 3%,3,360
52,cf7dd2921eb1f25ee1cabe11513aab90,2022-11-09T00:00:00,1,Ростов,9616,Надежда,Егорова,8,Лампочка LED,4,1200
53,32ad8d703b1de8fefe5c9898db2a1bf1,2022-11-09T00:00:00,0,Москва,1205,Евгений,Сидоров,8,Лампочка LED,4,1200
54,a1fef8f06ad54b29778b6c9a77bbbdbc,2022-11-09T00:00:00,0,Москва,6904,Алексей,Новиков,1,Молоко 3%,5,600
55,0e6bcc3c8292d03312fc52e6a5174642,2022-11-09T00:00:00,2,Ярославль,917,Александра,Орлова,8,Лампочка LED,2,600
56,1d324fd771b672f6c34aa47a901749e0,2022-11-09T00:00:00,2,Ярославль,3401,Олег,Кузнецов,9,Ручка шариковая,2,90
57,a8bde15ba8b8b4fe1d7e6e7f8bc2ecf1,2022-11-09T00:00:00,0,Москва,7712,Анна,Павлова,7,Средство для мытья посуды,2,400
58,b5ec004765be89b830dbbb7bbbff8fc5,2022-11-09T00:00:00,0,Москва,4504,Сергей,Попов,2,Молоко 5%,2,300
59,64058a17d886a06317ad2c02f9d9ca78,2022-11-09T00:00:00,2,Ярославль,9213,Надежда,Морозова,4,Сахар песок,5,250
60,410836181ebc577a22c1ad65de91ab54,2022-11-09T00:00:00,0,Москва,5410,Оксана,Алексеева,9,Ручка шариковая,2,90
61,429765805ecc9be57d0d9ebf92fde462,2022-11-09T00:00:00,1,Ростов,8218,Снежанна,Морозова,11,Хлеб ржаной,3,60
62,5b18bc58c3541cf29cd7fa121a981cbb,2022-11-09T00:00:00,0,Москва,3908,Олег,Новиков,4,Сахар песок,4,200
63,4d447c0f9da2d8badf7e95e9c6f4bb04,2022-11-09T00:00:00,0,Москва,404,Иван,Кузнецов,3,Устройство для нагревания табака Трубка Мира,4,2000
64,c7bee04e757a3db69e2cb6dedb1fad22,2022-11-09T00:00:00,0,Москва,9604,Эдуард,Васильев,7,Средство для мытья посуды,5,1000
65,39cefacafb70199a14152e2d4984829c,2022-11-09T00:00:00,2,Ярославль,8400,Геннадий,Кузнецов,5,Яблоко молодильное,3,1200
66,9b80056626538424422bfb03c1381305,2022-11-09T00:00:00,0,Москва,4609,Сергей,Васильев,8,Лампочка LED,5,1500
67,0d199cb00eccedd0ab2e690218d0da80,2022-11-09T00:00:00,2,Ярославль,3811,Светлана,Козлова,5,Яблоко молодильное,3,1200
68,7ee9e9986fdf06bccc2a3d0ac96d759a,2022-11-09T00:00:00,1,Ростов,9113,Надежда,Федорова,11,Хлеб ржаной,5,100
69,5f2aa9f85387c95a287893df3f9b0572,2022-11-09T00:00:00,0,Москва,7103,Константин,Петров,11,Хлеб ржаной,4,80
70,ac73be5c08dd1a28e79c9cb43b982ea0,2022-11-09T00:00:00,2,Ярославль,9512,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
71,88899b78fbdacb71ed722a9b58ec9571,2022-11-09T00:00:00,1,Ростов,3919,Светлана,Орлова,4,Сахар песок,1,50
72,c8105d04f7c5a9f739cdc6e612d5e4ff,2022-11-09T00:00:00,2,Ярославль,6909,Алексей,Новиков,8,Лампочка LED,2,600
73,3cf2b6606bb1f15ec4fa2507745e4968,2022-11-09T00:00:00,2,Ярославль,1219,Евгения,Морозова,5,Яблоко молодильное,5,2000
74,22234167bfea12a489276651624eb215,2022-11-09T00:00:00,0,Москва,102,Иван,Петров,10,Томаты,1,50
75,25bc565cf69e2a03d5b77f2c08960272,2022-11-09T00:00:00,2,Ярославль,2915,Ольга,Орлова,2,Молоко 5%,5,750
76,409edcd9a80b2101b7096703c8bf3368,2022-11-09T00:00:00,1,Ростов,3009,Олег,Иванов,7,Средство для мытья посуды,5,1000
77,34df761c1f8ebee296bbcd266ac30af8,2022-11-09T00:00:00,1,Ростов,1402,Евгений,Кузнецов,9,Ручка шариковая,5,225
78,088ad591da6d419805229781a96d186d,2022-11-09T00:00:00,2,Ярославль,8303,Геннадий,Смирнов,2,Молоко 5%,3,450
79,bef69adefb5152cedbf56e5fd8d6af7c,2022-11-09T00:00:00,0,Москва,503,Иван,Попов,6,Яблоко,5,700
80,e97d7338bef5b798d2ff262f76eeba79,2022-11-09T00:00:00,0,Москва,9404,Эдуард,Кузнецов,3,Устройство для нагревания табака Трубка Мира,5,2500
81,641b586ebdfbbee7e7f0a7fe107a7269,2022-11-09T00:00:00,0,Москва,7503,Константин,Попов,6,Яблоко,4,560
82,b8a507eaae7c88a057d2c41ab1864d95,2022-11-09T00:00:00,0,Москва,7506,Константин,Попов,3,Устройство для нагревания табака Трубка Мира,4,2000
83,2bf68c08a143e07dab8d572687719e2d,2022-11-09T00:00:00,0,Москва,7416,Анна,Алексеева,2,Молоко 5%,4,600
84,928c2914ca152fbce49ad8eb593591f7,2022-11-09T00:00:00,0,Москва,8905,Геннадий,Новиков,3,Устройство для нагревания табака Трубка Мира,1,500
85,678e3928df36cff52b254c4e0ccb0089,2022-11-09T00:00:00,0,Москва,4004,Сергей,Иванов,5,Яблоко молодильное,3,1200
86,ea5cebb72c2adc0ee1e05a6b34e400db,2022-11-09T00:00:00,1,Ростов,9601,Эдуард,Васильев,8,Лампочка LED,4,1200
87,1b9987e91765d1d1738d178cfb535d9c,2022-11-09T00:00:00,1,Ростов,2017,Ольга,Великая,8,Лампочка LED,3,900
88,719423f7e9d20f6eaf02520c169774bb,2022-11-09T00:00:00,2,Ярославль,8101,Геннадий,Петров,9,Ручка шариковая,3,135
89,47d61abeb39579879600909bf604d320,2022-11-09T00:00:00,1,Ростов,8908,Геннадий,Новиков,8,Лампочка LED,1,300
90,ae8bf8666b43aa5e92d24007c04fd733,2022-11-09T00:00:00,2,Ярославль,7909,Константин,Новиков,9,Ручка шариковая,3,135
91,5c93dbe25caf3b34d09637a7af6545ae,2022-11-09T00:00:00,2,Ярославль,303,Иван,Смирнов,2,Молоко 5%,4,600
92,7ee8924f5e065b7a4ed2dd769cb0ece9,2022-11-09T00:00:00,2,Ярославль,7515,Анна,Лебедева,7,Средство для мытья посуды,3,600
93,93243db00b93c43465a52879ea43d029,2022-11-09T00:00:00,1,Ростов,1508,Евгений,Попов,3,Устройство для нагревания табака Трубка Мира,2,1000
94,2d89099a9187f8b1b8c06a385f2b3ff3,2022-11-09T00:00:00,2,Ярославль,304,Иван,Смирнов,2,Молоко 5%,5,750
95,ed6578320dc445306741d6a5515f01e6,2022-11-09T00:00:00,2,Ярославль,8702,Геннадий,Соколов,11,Хлеб ржаной,1,20
96,85bf40212ab4e28386f95ccc1af98952,2022-11-09T00:00:00,2,Ярославль,5401,Александр,Кузнецов,10,Томаты,4,200
97,a7dad91d0057d6da5d12470cb1048f00,2022-11-09T00:00:00,2,Ярославль,3600,Олег,Васильев,10,Томаты,1,50
98,eab75059675a88a6ddeb6cbcacb7bab4,2022-11-09T00:00:00,1,Ростов,2816,Ольга,Козлова,2,Молоко 5%,2,300
99,8172a2857adbaa2e277e90ef612b3c90,2022-11-09T00:00:00,1,Ростов,2613,Ольга,Егорова,10,Томаты,5,250
100,d364d536715a19eb57234f6a08675805,2022-11-09T00:00:00,0,Москва,603,Иван,Васильев,7,Средство для мытья посуды,1,200
101,3b5a600d9b38a433f669893feeb0756a,2022-11-09T00:00:00,1,Ростов,1314,Евгения,Волкова,11,Хлеб ржаной,5,100
102,b7cb659f8d811e41c8eb22c7cb6f039d,2022-11-09T00:00:00,2,Ярославль,7216,Анна,Морозова,7,Средство для мытья посуды,1,200
103,9356daf7c586ee6f48c03d61f91773b9,2022-11-09T00:00:00,1,Ростов,9111,Надежда,Федорова,2,Молоко 5%,2,300
104,956c36c5b28442f79896eed229c454ae,2022-11-09T00:00:00,2,Ярославль,307,Иван,Смирнов,8,Лампочка LED,5,1500
105,04c1038bcd92e1de8a66c851062448af,2022-11-09T00:00:00,2,Ярославль,9912,Надежда,Орлова,0,Молоко 1%,3,300
106,5c6ab1fd43824c571476ce7e35b80991,2022-11-09T00:00:00,0,Москва,5909,Александр,Новиков,11,Хлеб ржаной,5,100
107,7a7d52a87d0b206a1dc1ef790567870a,2022-11-09T00:00:00,0,Москва,713,Александра,Павлова,6,Яблоко,1,140
108,7def4996e7d92a577702171b226d998f,2022-11-09T00:00:00,0,Москва,8308,Геннадий,Смирнов,9,Ручка шариковая,3,135
109,f1adb85fa891555fe3cae5c10c7aa462,2022-11-09T00:00:00,0,Москва,8016,Снежанна,Великая,10,Томаты,2,100
110,6a307a2a3a3273a8a3efda36c3563042,2022-11-09T00:00:00,0,Москва,2209,Петр,Сидоров,5,Яблоко молодильное,3,1200
111,1f129b5ca6064f739b51ece1f3d5bd93,2022-11-09T00:00:00,2,Ярославль,3010,Светлана,Великая,11,Хлеб ржаной,3,60
112,131a2ebf5d02ddfd32952602ce6ccf6a,2022-11-09T00:00:00,2,Ярославль,3809,Олег,Михайлов,10,Томаты,3,150
113,96d46216e445a6e99665b1e2d95b8473,2022-11-09T00:00:00,1,Ростов,1110,Евгения,Федорова,11,Хлеб ржаной,3,60
114,f01fa9d212a89c5776414503f1c4facc,2022-11-09T00:00:00,0,Москва,7611,Анна,Егорова,11,Хлеб ржаной,3,60
115,53e09fcc33453693c7412b3db7126320,2022-11-09T00:00:00,1,Ростов,8106,Геннадий,Петров,1,Молоко 3%,4,480
116,5dc66daa7d0993550701826212172856,2022-11-09T00:00:00,1,Ростов,4104,Сергей,Петров,0,Молоко 1%,3,300
117,76d633f2ebc0cc7833382b5f6dff9e4f,2022-11-09T00:00:00,0,Москва,4218,Екатерина,Морозова,1,Молоко 3%,1,120
118,5063d8d2175a3836d1116c9cd8cc4ac2,2022-11-09T00:00:00,1,Ростов,8204,Геннадий,Сидоров,3,Устройство для нагревания табака Трубка Мира,2,1000
119,3bf684e99c1dfb1683de4d0904407858,2022-11-09T00:00:00,0,Москва,2116,Ольга,Федорова,0,Молоко 1%,5,500
120,30ff54bfc12378e0d3161a710e7db60d,2022-11-09T00:00:00,2,Ярославль,701,Иван,Соколов,0,Молоко 1%,3,300
121,f75fde4b7aaccebcd7f767a90b89135e,2022-11-09T00:00:00,0,Москва,8902,Геннадий,Новиков,1,Молоко 3%,4,480
122,bfa7f032d97a8ba8406017ad296c59c8,2022-11-09T00:00:00,1,Ростов,1710,Евгения,Павлова,11,Хлеб ржаной,2,40
123,50aa2d0655f83be8164e70320620efa9,2022-11-09T00:00:00,0,Москва,1706,Евгений,Соколов,8,Лампочка LED,3,900
124,c0b32d8be7bcd5e967aeb242410520fe,2022-11-09T00:00:00,2,Ярославль,3714,Светлана,Павлова,1,Молоко 3%,4,480
125,ad068d7e85e495a9ef4cd28a616e5250,2022-11-09T00:00:00,1,Ростов,5504,Александр,Попов,2,Молоко 5%,4,600
126,58c4fdf108c934f73dddccdad9076683,2022-11-09T00:00:00,0,Москва,8516,Снежанна,Лебедева,0,Молоко 1%,2,200
127,5ca404ce99cd281258304345e3a6b462,2022-11-09T00:00:00,2,Ярославль,9812,Надежда,Козлова,0,Молоко 1%,3,300
128,de8d21af6302fcd93e8bb275850f6fee,2022-11-09T00:00:00,1,Ростов,1811,Евгения,Козлова,3,Устройство для нагревания табака Трубка Мира,2,1000
129,58af4c53db0834136a3236f4c83be10b,2022-11-09T00:00:00,0,Москва,5400,Александр,Кузнецов,1,Молоко 3%,1,120
130,ba77b6a23ce05833abf373034ea722d2,2022-11-09T00:00:00,2,Ярославль,3410,Светлана,Алексеева,5,Яблоко молодильное,1,400
131,a86e1bbc1aae80e430f3150b021d5d8c,2022-11-09T00:00:00,2,Ярославль,7108,Константин,Петров,4,Сахар песок,1,50
132,0d78837fd266a38659a880309968cbdf,2022-11-09T00:00:00,0,Москва,1204,Евгений,Сидоров,1,Молоко 3%,2,240
133,e243dd55a251792a8833d8183f637215,2022-11-09T00:00:00,0,Москва,4714,Екатерина,Павлова,4,Сахар песок,1,50
134,a83d69b2b8e8c58fc2baac2f125eb8cf,2022-11-09T00:00:00,2,Ярославль,8402,Геннадий,Кузнецов,10,Томаты,3,150
135,42083c3e5c374a21de30d1d5b172b77e,2022-11-09T00:00:00,2,Ярославль,2518,Ольга,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
136,0f4b8fb2c643540b6739dffe17b5774b,2022-11-09T00:00:00,0,Москва,4713,Екатерина,Павлова,5,Яблоко молодильное,4,1600
137,93923574faca36c566a6cefcfee8037e,2022-11-09T00:00:00,2,Ярославль,6601,Алексей,Васильев,1,Молоко 3%,2,240
138,1c559b067513f0f7ff301904bc79b110,2022-11-09T00:00:00,2,Ярославль,6912,Елизавета,Орлова,0,Молоко 1%,2,200
139,48e529b7c64e487686e7e79b68b9a8f1,2022-11-09T00:00:00,0,Москва,6308,Алексей,Смирнов,3,Устройство для нагревания табака Трубка Мира,2,1000
140,021854c181835c99849a757af8ef208c,2022-11-09T00:00:00,1,Ростов,1502,Евгений,Попов,5,Яблоко молодильное,3,1200
141,cc0da82930be3a3dcce05d30cd384da3,2022-11-09T00:00:00,1,Ростов,4710,Екатерина,Павлова,0,Молоко 1%,5,500
142,707aac057ffc824c8ec205f31bb220cd,2022-11-09T00:00:00,0,Москва,108,Иван,Петров,9,Ручка шариковая,1,45
143,4a4091e46c01dac4a23debbbb7053d4b,2022-11-09T00:00:00,2,Ярославль,5712,Оксана,Павлова,10,Томаты,3,150
144,a70c8ef5b7452482e6410ab8e63832e3,2022-11-09T00:00:00,2,Ярославль,7810,Анна,Козлова,2,Молоко 5%,5,750
145,6bd5ce89023a9227650011b3ff0cabb8,2022-11-09T00:00:00,0,Москва,1903,Евгений,Новиков,3,Устройство для нагревания табака Трубка Мира,2,1000
146,83fb847c7357a94c5d92ebecf11043b7,2022-11-09T00:00:00,1,Ростов,1417,Евгения,Алексеева,2,Молоко 5%,2,300
147,0eeff2e06c2c0f71e9b7e452133b85d1,2022-11-09T00:00:00,0,Москва,9012,Надежда,Великая,8,Лампочка LED,2,600
148,3fe57a7ac9bfb014f8c969c1318e277b,2022-11-09T00:00:00,2,Ярославль,6716,Елизавета,Павлова,2,Молоко 5%,5,750
149,6273faab0b27d3f9005bc0c5ac283f14,2022-11-09T00:00:00,2,Ярославль,500,Иван,Попов,4,Сахар песок,5,250
150,03483f689c933af4c75d69d1f87ca156,2022-11-09T00:00:00,0,Москва,4516,Екатерина,Лебедева,3,Устройство для нагревания табака Трубка Мира,5,2500
151,46aa43adf18d9f48900a3b374cb86bf2,2022-11-09T00:00:00,1,Ростов,3005,Олег,Иванов,9,Ручка шариковая,3,135
152,f4711db85c868831ae3580fd3ac25d24,2022-11-09T00:00:00,0,Москва,3104,Олег,Петров,6,Яблоко,4,560
153,bfbb6e5ad253a24c3ea355b5264c0a97,2022-11-09T00:00:00,1,Ростов,607,Иван,Васильев,9,Ручка шариковая,2,90
154,022b33808cb0a69cd951d24be3df0708,2022-11-09T00:00:00,1,Ростов,3217,Светлана,Морозова,8,Лампочка LED,3,900
155,3d00a0cdf5f61096167b4a5000368572,2022-11-09T00:00:00,1,Ростов,6707,Алексей,Соколов,10,Томаты,4,200
156,8fd54ea8c194bd60bc365f9798913d8e,2022-11-09T00:00:00,0,Москва,9508,Эдуард,Попов,9,Ручка шариковая,1,45
157,3da7e5ea40ff6cde05bb52fd96882393,2022-11-09T00:00:00,2,Ярославль,4901,Сергей,Новиков,7,Средство для мытья посуды,4,800
158,2bddf2210bf5a85bff54df1720a38fd8,2022-11-09T00:00:00,0,Москва,2805,Петр,Михайлов,1,Молоко 3%,3,360
159,aa4fb02d9eafa77c81d11b090a9c4a0b,2022-11-09T00:00:00,0,Москва,3314,Светлана,Волкова,8,Лампочка LED,4,1200
160,d777bb039489e1dba30b3881dddce6ec,2022-11-09T00:00:00,1,Ростов,5218,Оксана,Морозова,7,Средство для мытья посуды,4,800
161,e59f06ba37b97767f4eb79d6441c6dc5,2022-11-09T00:00:00,1,Ростов,9705,Эдуард,Соколов,11,Хлеб ржаной,4,80
162,ebfdcb91242dad4a43bdf4c321f3dfc3,2022-11-09T00:00:00,2,Ярославль,1507,Евгений,Попов,2,Молоко 5%,3,450
163,d48c728e1c08b37af5934642186530dd,2022-11-09T00:00:00,0,Москва,6816,Елизавета,Козлова,2,Молоко 5%,5,750
164,5c0485bc2ba97279750a6c2c429b47cc,2022-11-09T00:00:00,0,Москва,9211,Надежда,Морозова,0,Молоко 1%,3,300
165,778e75a7170e327bc1af05c25f7f9aa4,2022-11-09T00:00:00,1,Ростов,9916,Надежда,Орлова,6,Яблоко,1,140
166,38bb465fbee4667a41a78b3cff49e4e7,2022-11-09T00:00:00,1,Ростов,4407,Сергей,Кузнецов,0,Молоко 1%,3,300
167,b4963184f81516da850fa77dd5fb1967,2022-11-09T00:00:00,2,Ярославль,6318,Елизавета,Волкова,8,Лампочка LED,2,600
168,a6c4b3ae3227783c8690e15520d83e32,2022-11-09T00:00:00,1,Ростов,8511,Снежанна,Лебедева,3,Устройство для нагревания табака Трубка Мира,4,2000
169,c9e8608492f4dc23e7f8205e801509aa,2022-11-09T00:00:00,2,Ярославль,9019,Надежда,Великая,8,Лампочка LED,1,300
170,52a9b6960bfbf9032459e5ae23a9bfab,2022-11-09T00:00:00,1,Ростов,7003,Константин,Иванов,9,Ручка шариковая,5,225
171,b954da5d0face449333b57c231d94cd4,2022-11-09T00:00:00,0,Москва,4002,Сергей,Иванов,1,Молоко 3%,3,360
172,2ac3c996622f26a3ba6202525e15149f,2022-11-09T00:00:00,0,Москва,2708,Петр,Соколов,2,Молоко 5%,3,450
173,56019e11201271fb654566ac7f88d872,2022-11-09T00:00:00,0,Москва,312,Александра,Волкова,9,Ручка шариковая,5,225
174,b270113110513eb645c20f106e45f97b,2022-11-09T00:00:00,2,Ярославль,2109,Петр,Петров,3,Устройство для нагревания табака Трубка Мира,4,2000
175,320cb8858c0c1033fb1451acff9f2d83,2022-11-09T00:00:00,1,Ростов,2513,Ольга,Лебедева,4,Сахар песок,2,100
176,c9befdca4ac9d42e0d2ac62567eb5c8a,2022-11-09T00:00:00,0,Москва,5504,Александр,Попов,5,Яблоко молодильное,5,2000
177,3ec7b97f7d511c413c483c75fe35abc4,2022-11-09T00:00:00,0,Москва,3317,Светлана,Волкова,0,Молоко 1%,5,500
178,7bf70bcc0237fbdc18cd2fe589886e24,2022-11-09T00:00:00,1,Ростов,4513,Екатерина,Лебедева,9,Ручка шариковая,5,225
179,7a81bdc67804fbea37d235b6e4e73f19,2022-11-09T00:00:00,1,Ростов,4508,Сергей,Попов,1,Молоко 3%,3,360
180,9a074f29114f030376dfd41a9566735e,2022-11-09T00:00:00,1,Ростов,1917,Евгения,Орлова,10,Томаты,3,150
181,21b09027e15165d67565fd832d1e1735,2022-11-09T00:00:00,2,Ярославль,9914,Надежда,Орлова,11,Хлеб ржаной,2,40
182,6233015ce49622a6b8a2cab7ae1fd8b2,2022-11-09T00:00:00,1,Ростов,8008,Геннадий,Иванов,3,Устройство для нагревания табака Трубка Мира,1,500
183,1864de9e183d398ab2966f14e95aa5b1,2022-11-09T00:00:00,0,Москва,3511,Светлана,Лебедева,1,Молоко 3%,3,360
184,e7469985c12aef2bbb2f952d6c5e939c,2022-11-09T00:00:00,2,Ярославль,5718,Оксана,Павлова,7,Средство для мытья посуды,5,1000
185,62cfc2b39a0fba5be56ecef34dd3d261,2022-11-09T00:00:00,1,Ростов,6312,Елизавета,Волкова,5,Яблоко молодильное,3,1200
186,b7d36671bdbca1530965d7b2b028b53f,2022-11-09T00:00:00,2,Ярославль,8503,Геннадий,Попов,4,Сахар песок,2,100
187,80c7916938c4d6ad7cb963ac600eb34b,2022-11-09T00:00:00,1,Ростов,3608,Олег,Васильев,6,Яблоко,3,420
188,a95f1b0aafe8af0d2b9000b59b37f7a6,2022-11-09T00:00:00,1,Ростов,709,Иван,Соколов,9,Ручка шариковая,3,135
189,ce5f2e960783175f5effa7cec51d8c66,2022-11-09T00:00:00,2,Ярославль,4908,Сергей,Новиков,6,Яблоко,5,700
190,ada0a69ccb7807ca2bdf8a309923690d,2022-11-09T00:00:00,0,Москва,907,Иван,Новиков,4,Сахар песок,1,50
191,a840af1326c0b239f89b9cee693e17bb,2022-11-09T00:00:00,0,Москва,1611,Евгения,Егорова,1,Молоко 3%,4,480
