id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
34,7df8e5adc216643a7a26029f11bf8acf,2022-12-05T00:00:00,1,Ростов,7514,Анна,Лебедева,0,Молоко 1%,2,200,shipped
35,adf1ecb7bf343ecf8c5cb361c84db826,2022-12-05T00:00:00,2,Ярославль,917,Александра,Орлова,5,Яблоко молодильное,4,1600,shipped
36,1cccbc6903bee372cdeb440959c19659,2022-12-05T00:00:00,1,Ростов,8601,Геннадий,Васильев,4,Сахар песок,4,200,shipped
37,098167bc15eac6001460741745cb2c5c,2022-12-05T00:00:00,1,Ростов,6308,Алексей,Смирнов,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
38,7af3ac5519f1d1f050c56e82fe1f4181,2022-12-05T00:00:00,1,Ростов,9816,Надежда,Козлова,9,Ручка шариковая,3,135,shipped
39,17510d77ef8f84c54d580e5f6ea00988,2022-12-05T00:00:00,0,Москва,4400,Сергей,Кузнецов,0,Молоко 1%,4,400,shipped
40,14bef6920d3b6b76cdb0a553cb44a054,2022-12-05T00:00:00,0,Москва,7115,Анна,Федорова,9,Ручка шариковая,5,225,shipped
41,dd7495adacd11f098622b29b23c14834,2022-12-05T00:00:00,1,Ростов,5109,Александр,Петров,11,Хлеб ржаной,3,60,shipped
42,addfe1de2982baa4947ba64bf6b75aa8,2022-12-05T00:00:00,0,Москва,7218,Анна,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
43,b92e880561d99763aa61b01ab282ab37,2022-12-05T00:00:00,2,Ярославль,3608,Олег,Васильев,2,Молоко 5%,4,600,shipped
44,64df711165af1ebfb54a7e66ce9d94e0,2022-12-05T00:00:00,1,Ростов,1607,Евгений,Васильев,0,Молоко 1%,4,400,shipped
45,e6526fb9641cc3af10278e5907d0a794,2022-12-05T00:00:00,1,Ростов,8911,Снежанна,Орлова,7,Средство для мытья посуды,5,1000,shipped
46,291706bf9ba9a8596f7a9b258ee02b18,2022-12-05T00:00:00,2,Ярославль,2301,Петр,Смирнов,7,Средство для мытья посуды,5,1000,shipped
47,764202341e598d262daa478a852ccc41,2022-12-05T00:00:00,1,Ростов,3309,Олег,Смирнов,7,Средство для мытья посуды,1,200,shipped
48,b3996e4e3c2dce5f42bfe948f816d839,2022-12-05T00:00:00,0,Москва,3307,Олег,Смирнов,0,Молоко 1%,1,100,shipped
49,cea98623dd5c55705177c07b0fd73fae,2022-12-05T00:00:00,0,Москва,4119,Екатерина,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
50,995a1154fe2b7b0b9acc59464947ed0e,2022-12-05T00:00:00,0,Москва,7906,Константин,Новиков,6,Яблоко,2,280,shipped
51,f96170111708b8817425a79abaf072d4,2022-12-05T00:00:00,0,Москва,9811,Надежда,Козлова,4,Сахар песок,2,100,shipped
52,6ef0d3eda2770e439256b4ad89fe8e0d,2022-12-05T00:00:00,1,Ростов,4306,Сергей,Смирнов,5,Яблоко молодильное,2,800,shipped
53,81abfc6dda2f8e104947e3f0caf9fe05,2022-12-05T00:00:00,2,Ярославль,7307,Константин,Смирнов,11,Хлеб ржаной,2,40,shipped
54,6d67ec1c8ca34b82b048e88a9cdcb7af,2022-12-05T00:00:00,2,Ярославль,8708,Геннадий,Соколов,1,Молоко 3%,4,480,refunded
55,04c86eb1e155726e1254f2d121c5f9bf,2022-12-05T00:00:00,1,Ростов,8019,Снежанна,Великая,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
56,1a528e205d187f6f8c552d0f23ea1d2e,2022-12-05T00:00:00,1,Ростов,7317,Анна,Волкова,0,Молоко 1%,4,400,shipped
57,623d9df3bc3f051604072bd457b959ca,2022-12-05T00:00:00,1,Ростов,6001,Алексей,Иванов,7,Средство для мытья посуды,4,800,shipped
58,d2dae3c613cd2209216ed5d693022344,2022-12-05T00:00:00,1,Ростов,4016,Екатерина,Великая,4,Сахар песок,5,250,shipped
59,8f0ca5b01722ad1b4cd567a5260e0c3e,2022-12-05T00:00:00,2,Ярославль,3809,Олег,Михайлов,11,Хлеб ржаной,4,80,shipped
60,26358db188ed198955c888dfad30ed91,2022-12-05T00:00:00,0,Москва,218,Александра,Морозова,1,Молоко 3%,1,120,shipped
61,694454f4966ddb67ac2c442b7ad06eec,2022-12-05T00:00:00,0,Москва,4409,Сергей,Кузнецов,11,Хлеб ржаной,1,20,shipped
62,e1a40f4d8fade036ddf5a81dfbe70643,2022-12-05T00:00:00,2,Ярославль,4314,Екатерина,Волкова,6,Яблоко,3,420,shipped
63,8fe3b3c59de544b1b8b7f5f8a735296d,2022-12-05T00:00:00,0,Москва,8815,Снежанна,Козлова,4,Сахар песок,5,250,shipped
64,f0075cd302b4fdef24fa6a23917014f8,2022-12-05T00:00:00,2,Ярославль,2905,Петр,Новиков,5,Яблоко молодильное,2,800,shipped
65,1a54f8627f8a2b09f1a258b641db7538,2022-12-05T00:00:00,2,Ярославль,2604,Петр,Васильев,8,Лампочка LED,1,300,shipped
66,bd2cc241f99609e9d6a12697590fa8d2,2022-12-05T00:00:00,2,Ярославль,6318,Елизавета,Волкова,10,Томаты,4,200,shipped
67,3869c7fa80304f369c95742b6853789c,2022-12-05T00:00:00,1,Ростов,9912,Надежда,Орлова,11,Хлеб ржаной,1,20,shipped
68,ea76da312b8b79727f98814df5e38a47,2022-12-05T00:00:00,2,Ярославль,8611,Снежанна,Егорова,1,Молоко 3%,4,480,shipped
69,76433f81e30259619c3fd03b288d21a5,2022-12-05T00:00:00,1,Ростов,2214,Ольга,Морозова,8,Лампочка LED,5,1500,shipped
70,d5af55061227055a8c3956ccc398fa81,2022-12-05T00:00:00,1,Ростов,9805,Эдуард,Михайлов,2,Молоко 5%,4,600,shipped
71,d312c79fea1e9512afa677a7810e3344,2022-12-05T00:00:00,0,Москва,8600,Геннадий,Васильев,4,Сахар песок,2,100,shipped
72,b7471918b5702cf12bb3dad61f8cbdf3,2022-12-05T00:00:00,1,Ростов,7210,Анна,Морозова,0,Молоко 1%,1,100,shipped
73,53ead3493471f376258d35178799a9c0,2022-12-05T00:00:00,2,Ярославль,8213,Снежанна,Морозова,7,Средство для мытья посуды,2,400,shipped
74,fe80dbae331c71596203763c28af5412,2022-12-05T00:00:00,1,Ростов,6319,Елизавета,Волкова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
75,a7a43b0677e51a07f0bb04a6d961a7c2,2022-12-05T00:00:00,0,Москва,1010,Евгения,Великая,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
76,ac1d88837dd97fc6cf959b1cdcbd9d37,2022-12-05T00:00:00,0,Москва,212,Александра,Морозова,8,Лампочка LED,1,300,shipped
77,b152dd5c67affb5b3691ebcdeba1a7d6,2022-12-05T00:00:00,0,Москва,2506,Петр,Попов,10,Томаты,5,250,shipped
78,211d1817d24662131e986fe82b42d46c,2022-12-05T00:00:00,0,Москва,6009,Алексей,Иванов,4,Сахар песок,3,150,shipped
79,9c645af16e61c77e3d3ee9749b1f310e,2022-12-05T00:00:00,2,Ярославль,4805,Сергей,Михайлов,1,Молоко 3%,5,600,shipped
80,3a0c3fb51392039d7bf04d82a9c443ad,2022-12-05T00:00:00,0,Москва,8314,Снежанна,Волкова,7,Средство для мытья посуды,3,600,shipped
81,b154d5d7a77c730efcbbd6cba6a3720c,2022-12-05T00:00:00,0,Москва,312,Александра,Волкова,10,Томаты,1,50,shipped
82,33a712c49779c7596e20d6c275155b1b,2022-12-05T00:00:00,2,Ярославль,5916,Оксана,Орлова,1,Молоко 3%,3,360,shipped
83,ca63ccaf34be1d573e5c55c543355f5f,2022-12-05T00:00:00,2,Ярославль,1,Иван,Иванов,1,Молоко 3%,2,240,shipped
84,c3c7f715a14de41f4f9fe0e4e3208e0d,2022-12-05T00:00:00,1,Ростов,116,Александра,Федорова,4,Сахар песок,3,150,shipped
85,2b9244aa6827fdde2860a9ff5f206294,2022-12-05T00:00:00,0,Москва,4716,Екатерина,Павлова,5,Яблоко молодильное,5,2000,shipped
86,edc443e539e30191e899974973766ac9,2022-12-05T00:00:00,2,Ярославль,2900,Петр,Новиков,6,Яблоко,3,420,shipped
87,e86b787978a726dca81a0f856ae6ddcc,2022-12-05T00:00:00,2,Ярославль,812,Александра,Козлова,9,Ручка шариковая,1,45,shipped
88,218c027de1c93880cfa4748f91494ecc,2022-12-05T00:00:00,1,Ростов,8804,Геннадий,Михайлов,7,Средство для мытья посуды,2,400,refunded
89,1e8f1eafd5097c59e29d6aa20dbe8286,2022-12-05T00:00:00,0,Москва,6906,Алексей,Новиков,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
90,b3122e689f1b9940955498085d830fd2,2022-12-05T00:00:00,0,Москва,5518,Оксана,Лебедева,4,Сахар песок,2,100,shipped
91,ff1d238d2454b72be5731d3b2f04ee74,2022-12-05T00:00:00,0,Москва,2214,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
92,c640a90075a68483d219c65a9ec37556,2022-12-05T00:00:00,0,Москва,7418,Анна,Алексеева,6,Яблоко,5,700,shipped
93,a5d54898812f26de7d08abc5622338da,2022-12-05T00:00:00,0,Москва,9305,Эдуард,Смирнов,1,Молоко 3%,5,600,shipped
94,92146740a5a9471799d533569ddc85c3,2022-12-05T00:00:00,2,Ярославль,6012,Елизавета,Великая,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
95,01e601a217c266da793613c0f4a73139,2022-12-05T00:00:00,0,Москва,5510,Оксана,Лебедева,6,Яблоко,1,140,shipped
96,8e35ad6e188bcf9ee9ca2de343eeebec,2022-12-05T00:00:00,2,Ярославль,6619,Елизавета,Егорова,0,Молоко 1%,5,500,shipped
97,3b0d35f38ddc0c1449cc5a2abf9bb0c5,2022-12-05T00:00:00,2,Ярославль,4619,Екатерина,Егорова,0,Молоко 1%,2,200,shipped
98,9b6e4ea5a8aaa40a72d546f7b54d06f6,2022-12-05T00:00:00,1,Ростов,7310,Анна,Волкова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
99,3f72bd52b8e8aabbb08de09becf58bfe,2022-12-05T00:00:00,0,Москва,9,Иван,Иванов,2,Молоко 5%,4,600,shipped
100,f9514988a9345f504a88e44fc324ae68,2022-12-05T00:00:00,0,Москва,5118,Оксана,Федорова,2,Молоко 5%,4,600,shipped
101,1be52ce79c0912c7af1b06fa5bb458a1,2022-12-05T00:00:00,0,Москва,9204,Эдуард,Сидоров,9,Ручка шариковая,3,135,shipped
102,ab729d76e290a4c4cc28857e361458b3,2022-12-05T00:00:00,0,Москва,5309,Александр,Смирнов,4,Сахар песок,5,250,shipped
103,9502b21cb40b67a465ac4633a657f699,2022-12-05T00:00:00,0,Москва,7703,Константин,Соколов,1,Молоко 3%,2,240,shipped
104,4b970ef7a95c39d882d844a8c3b8d6bd,2022-12-05T00:00:00,1,Ростов,4913,Екатерина,Орлова,0,Молоко 1%,2,200,shipped
105,b2ac3856fbdf6b0053bec905079e916c,2022-12-05T00:00:00,2,Ярославль,4509,Сергей,Попов,1,Молоко 3%,5,600,shipped
106,4d8f89dd674153ba6e34e887431a2eec,2022-12-05T00:00:00,2,Ярославль,7913,Анна,Орлова,4,Сахар песок,3,150,shipped
107,d1306d31f8e4e2574820a13e81d3e6d1,2022-12-05T00:00:00,1,Ростов,3702,Олег,Соколов,8,Лампочка LED,1,300,shipped
108,f722d097ddf5c313b3a9a31c76a0ca5d,2022-12-05T00:00:00,0,Москва,2811,Ольга,Козлова,2,Молоко 5%,5,750,shipped
109,202ac1fabcaae05ae0d9257ed97a59a4,2022-12-05T00:00:00,1,Ростов,6006,Алексей,Иванов,9,Ручка шариковая,5,225,shipped
110,b2c63ce55c3417b5fa341730ee3b1b6d,2022-12-05T00:00:00,1,Ростов,1710,Евгения,Павлова,1,Молоко 3%,5,600,shipped
111,629b2b324bb34f9b369f83dc4d90ec90,2022-12-05T00:00:00,2,Ярославль,9516,Надежда,Лебедева,5,Яблоко молодильное,2,800,shipped
112,273b363086ba24decf545f04e7a9d588,2022-12-05T00:00:00,1,Ростов,9208,Эдуард,Сидоров,0,Молоко 1%,4,400,shipped
113,a3a1398917eebe9e907236b8c9442e7a,2022-12-05T00:00:00,1,Ростов,8606,Геннадий,Васильев,8,Лампочка LED,2,600,refunded
114,f0c28d6f93f1fca822050e0dbb585ddb,2022-12-05T00:00:00,0,Москва,5215,Оксана,Морозова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
115,6ba510fb3dba163845c7303b0a3a4f96,2022-12-05T00:00:00,0,Москва,8415,Снежанна,Алексеева,4,Сахар песок,4,200,shipped
116,e3ca0001085cd49e70a726945010cd22,2022-12-05T00:00:00,0,Москва,4,Иван,Иванов,5,Яблоко молодильное,3,1200,shipped
117,18224a8c83d63e5fae3c02fd691b72ac,2022-12-05T00:00:00,2,Ярославль,5013,Оксана,Великая,11,Хлеб ржаной,1,20,shipped
118,98bd5d7415751b81af9ff504b6e2b608,2022-12-05T00:00:00,0,Москва,1819,Евгения,Козлова,11,Хлеб ржаной,3,60,shipped
119,8985b82032b4b3715c7e172810076387,2022-12-05T00:00:00,2,Ярославль,5518,Оксана,Лебедева,2,Молоко 5%,5,750,shipped
120,7319cca9c5fc554fde4963874a69b593,2022-12-05T00:00:00,1,Ростов,9417,Надежда,Алексеева,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
121,dcce201ff8efa1e65dd16d5db7409080,2022-12-05T00:00:00,1,Ростов,18,Александра,Великая,11,Хлеб ржаной,3,60,refunded
122,772029a19e8d48c1488c255876840a26,2022-12-05T00:00:00,2,Ярославль,9517,Надежда,Лебедева,2,Молоко 5%,3,450,refunded
123,f04230e74b0b0a47cda23546e7f8dbc1,2022-12-05T00:00:00,1,Ростов,2606,Петр,Васильев,9,Ручка шариковая,4,180,shipped
124,9dafccd2d82fcbc75f6e9339e0a13ca5,2022-12-05T00:00:00,2,Ярославль,5912,Оксана,Орлова,5,Яблоко молодильное,2,800,shipped
125,19d6f575becb57d3565f90e1e5df9094,2022-12-05T00:00:00,1,Ростов,8704,Геннадий,Соколов,9,Ручка шариковая,1,45,shipped
126,ba19f7e936c13c1799168903e3423809,2022-12-05T00:00:00,2,Ярославль,5414,Оксана,Алексеева,1,Молоко 3%,5,600,shipped
127,dc13a4d5df316ce2efa60a11dee3c900,2022-12-05T00:00:00,0,Москва,8511,Снежанна,Лебедева,7,Средство для мытья посуды,4,800,shipped
128,27ef2224bebb33a3a3f89896977ef2c2,2022-12-05T00:00:00,1,Ростов,5215,Оксана,Морозова,4,Сахар песок,1,50,shipped
129,a0ae885d330a56cadff9ccef3c35af18,2022-12-05T00:00:00,0,Москва,1103,Евгений,Петров,1,Молоко 3%,4,480,shipped
130,377f8ce78a823c8561ff54b73d3e2ba3,2022-12-05T00:00:00,0,Москва,8804,Геннадий,Михайлов,7,Средство для мытья посуды,2,400,refunded
131,1e8f1eafd5097c59e29d6aa20dbe8286,2022-12-05T00:00:00,0,Москва,6906,Алексей,Новиков,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
132,b3122e689f1b9940955498085d830fd2,2022-12-05T00:00:00,0,Москва,5518,Оксана,Лебедева,4,Сахар песок,2,100,shipped
133,ff1d238d2454b72be5731d3b2f04ee74,2022-12-05T00:00:00,0,Москва,2214,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
134,c640a90075a68483d219c65a9ec37556,2022-12-05T00:00:00,0,Москва,7418,Анна,Алексеева,6,Яблоко,5,700,shipped
135,a5d54898812f26de7d08abc5622338da,2022-12-05T00:00:00,0,Москва,9305,Эдуард,Смирнов,1,Молоко 3%,5,600,shipped
136,92146740a5a9471799d533569ddc85c3,2022-12-05T00:00:00,2,Ярославль,6012,Елизавета,Великая,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
137,01e601a217c266da793613c0f4a73139,2022-12-05T00:00:00,0,Москва,5510,Оксана,Лебедева,6,Яблоко,1,140,shipped
138,8e35ad6e188bcf9ee9ca2de343eeebec,2022-12-05T00:00:00,2,Ярославль,6619,Елизавета,Егорова,0,Молоко 1%,5,500,shipped
139,3b0d35f38ddc0c1449cc5a2abf9bb0c5,2022-12-05T00:00:00,2,Ярославль,4619,Екатерина,Егорова,0,Молоко 1%,2,200,shipped
140,9b6e4ea5a8aaa40a72d546f7b54d06f6,2022-12-05T00:00:00,1,Ростов,7310,Анна,Волкова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
141,3f72bd52b8e8aabbb08de09becf58bfe,2022-12-05T00:00:00,0,Москва,9,Иван,Иванов,2,Молоко 5%,4,600,shipped
142,f9514988a9345f504a88e44fc324ae68,2022-12-05T00:00:00,0,Москва,5118,Оксана,Федорова,2,Молоко 5%,4,600,shipped
143,1be52ce79c0912c7af1b06fa5bb458a1,2022-12-05T00:00:00,0,Москва,9204,Эдуард,Сидоров,9,Ручка шариковая,3,135,shipped
144,ab729d76e290a4c4cc28857e361458b3,2022-12-05T00:00:00,0,Москва,5309,Александр,Смирнов,4,Сахар песок,5,250,shipped
145,9502b21cb40b67a465ac4633a657f699,2022-12-05T00:00:00,0,Москва,7703,Константин,Соколов,1,Молоко 3%,2,240,shipped
146,4b970ef7a95c39d882d844a8c3b8d6bd,2022-12-05T00:00:00,1,Ростов,4913,Екатерина,Орлова,0,Молоко 1%,2,200,shipped
147,b2ac3856fbdf6b0053bec905079e916c,2022-12-05T00:00:00,2,Ярославль,4509,Сергей,Попов,1,Молоко 3%,5,600,shipped
148,4d8f89dd674153ba6e34e887431a2eec,2022-12-05T00:00:00,2,Ярославль,7913,Анна,Орлова,4,Сахар песок,3,150,shipped
149,d1306d31f8e4e2574820a13e81d3e6d1,2022-12-05T00:00:00,1,Ростов,3702,Олег,Соколов,8,Лампочка LED,1,300,shipped
150,f722d097ddf5c313b3a9a31c76a0ca5d,2022-12-05T00:00:00,0,Москва,2811,Ольга,Козлова,2,Молоко 5%,5,750,shipped
151,202ac1fabcaae05ae0d9257ed97a59a4,2022-12-05T00:00:00,1,Ростов,6006,Алексей,Иванов,9,Ручка шариковая,5,225,shipped
152,b2c63ce55c3417b5fa341730ee3b1b6d,2022-12-05T00:00:00,1,Ростов,1710,Евгения,Павлова,1,Молоко 3%,5,600,shipped
153,629b2b324bb34f9b369f83dc4d90ec90,2022-12-05T00:00:00,2,Ярославль,9516,Надежда,Лебедева,5,Яблоко молодильное,2,800,shipped
154,273b363086ba24decf545f04e7a9d588,2022-12-05T00:00:00,1,Ростов,9208,Эдуард,Сидоров,0,Молоко 1%,4,400,shipped
155,a3a1398917eebe9e907236b8c9442e7a,2022-12-05T00:00:00,1,Ростов,8606,Геннадий,Васильев,8,Лампочка LED,2,600,refunded
156,f0c28d6f93f1fca822050e0dbb585ddb,2022-12-05T00:00:00,0,Москва,5215,Оксана,Морозова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
157,6ba510fb3dba163845c7303b0a3a4f96,2022-12-05T00:00:00,0,Москва,8415,Снежанна,Алексеева,4,Сахар песок,4,200,shipped
158,e3ca0001085cd49e70a726945010cd22,2022-12-05T00:00:00,0,Москва,4,Иван,Иванов,5,Яблоко молодильное,3,1200,shipped
159,18224a8c83d63e5fae3c02fd691b72ac,2022-12-05T00:00:00,2,Ярославль,5013,Оксана,Великая,11,Хлеб ржаной,1,20,shipped
160,98bd5d7415751b81af9ff504b6e2b608,2022-12-05T00:00:00,0,Москва,1819,Евгения,Козлова,11,Хлеб ржаной,3,60,shipped
161,8985b82032b4b3715c7e172810076387,2022-12-05T00:00:00,2,Ярославль,5518,Оксана,Лебедева,2,Молоко 5%,5,750,shipped
162,7319cca9c5fc554fde4963874a69b593,2022-12-05T00:00:00,1,Ростов,9417,Надежда,Алексеева,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
163,dcce201ff8efa1e65dd16d5db7409080,2022-12-05T00:00:00,1,Ростов,18,Александра,Великая,11,Хлеб ржаной,3,60,refunded
164,772029a19e8d48c1488c255876840a26,2022-12-05T00:00:00,2,Ярославль,9517,Надежда,Лебедева,2,Молоко 5%,3,450,refunded
165,f04230e74b0b0a47cda23546e7f8dbc1,2022-12-05T00:00:00,1,Ростов,2606,Петр,Васильев,9,Ручка шариковая,4,180,shipped
166,9dafccd2d82fcbc75f6e9339e0a13ca5,2022-12-05T00:00:00,2,Ярославль,5912,Оксана,Орлова,5,Яблоко молодильное,2,800,shipped
167,19d6f575becb57d3565f90e1e5df9094,2022-12-05T00:00:00,1,Ростов,8704,Геннадий,Соколов,9,Ручка шариковая,1,45,shipped
168,ba19f7e936c13c1799168903e3423809,2022-12-05T00:00:00,2,Ярославль,5414,Оксана,Алексеева,1,Молоко 3%,5,600,shipped
169,dc13a4d5df316ce2efa60a11dee3c900,2022-12-05T00:00:00,0,Москва,8511,Снежанна,Лебедева,7,Средство для мытья посуды,4,800,shipped
170,27ef2224bebb33a3a3f89896977ef2c2,2022-12-05T00:00:00,1,Ростов,5215,Оксана,Морозова,4,Сахар песок,1,50,shipped
171,a0ae885d330a56cadff9ccef3c35af18,2022-12-05T00:00:00,0,Москва,1103,Евгений,Петров,1,Молоко 3%,4,480,shipped
172,377f8ce78a823c8561ff54b73d3e2ba3,2022-12-05T00:00:00,0,Москва,8804,Геннадий,Михайлов,7,Средство для мытья посуды,2,400,refunded
173,1e8f1eafd5097c59e29d6aa20dbe8286,2022-12-05T00:00:00,0,Москва,6906,Алексей,Новиков,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
174,b3122e689f1b9940955498085d830fd2,2022-12-05T00:00:00,0,Москва,5518,Оксана,Лебедева,4,Сахар песок,2,100,shipped
175,ff1d238d2454b72be5731d3b2f04ee74,2022-12-05T00:00:00,0,Москва,2214,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
176,c640a90075a68483d219c65a9ec37556,2022-12-05T00:00:00,0,Москва,7418,Анна,Алексеева,6,Яблоко,5,700,shipped
177,a5d54898812f26de7d08abc5622338da,2022-12-05T00:00:00,0,Москва,9305,Эдуард,Смирнов,1,Молоко 3%,5,600,shipped
178,92146740a5a9471799d533569ddc85c3,2022-12-05T00:00:00,2,Ярославль,6012,Елизавета,Великая,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
179,01e601a217c266da793613c0f4a73139,2022-12-05T00:00:00,0,Москва,5510,Оксана,Лебедева,6,Яблоко,1,140,shipped
180,8e35ad6e188bcf9ee9ca2de343eeebec,2022-12-05T00:00:00,2,Ярославль,6619,Елизавета,Егорова,0,Молоко 1%,5,500,shipped
